鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
大肚區,房地(土地+建物),臺中市大肚區沙田路三段660巷1~30號,107.47,住,,,1050615,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1050107,191.31,4,3,3,有,無,8500000,44431,,0.0,0,,RPQNMLRLPHLFFIL27CA
龍井區,土地,茄投段211~240地號,680.0,農,,,1050616,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11800000,17353,,0.0,0,含未保存建物一棟,RPPNMLTLPHLFFIL37CA
大肚區,土地,追分段541~570地號,143.0,農,,,1050707,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,480000,3357,,0.0,0,親友、員工或其他特殊關係間之交易。,RPROMLMJQHLFFIL86CA
大肚區,房地(土地+建物),臺中市大肚區福利路152巷31~60號,101.48,住,,,1050706,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1031020,185.39,3,2,3,有,無,9400000,50704,,0.0,0,,RPTNMLSJQHLFFIL57CA
大肚區,房地(土地+建物),臺中市大肚區沙田路二段132巷5弄1~30號,128.37,,鄉村區,乙種建築用地,1050628,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,0691229,61.75,3,1,1,有,無,2100000,34008,,0.0,0,,RPQNMLKKQHLFFIL56CA
龍井區,土地,忠和段1201~1230地號,680.0,工,,,1050617,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20000000,29412,,0.0,0,,RPROMLMLPHLFFIL96CA
太平區,房地(土地+建物)+車位,臺中市太平區旱溪東路二段301~330號,14.97,住,,,1050702,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030106,120.78999999999999,2,2,1,有,有,6250000,51743,坡道平面,32.62,0,,RPSNMLPLPHLFFHL17CA
太平區,房地(土地+建物)+車位,臺中市太平區育賢路301~330號,16.11,商,,,1050605,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040901,167.64,3,2,2,有,有,7500000,44739,坡道平面,23.17,0,,RPUNMLQLPHLFFHL47CA
太平區,房地(土地+建物),臺中市太平區太文路71巷31~60號,93.33,住,,,1050531,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1010119,182.47,5,3,4,有,無,16000000,87686,,0.0,0,,RPPNMLOJQHLFFHL66CA
太平區,房地(土地+建物),臺中市太平區建興路31~60號,99.0,住,,,1050530,土地1建物1車位0,一層，二層，三層，四層，騎樓，見其他登記事項,四層,店面(店鋪),見其他登記事項,鋼筋混凝土造,0871009,288.76,5,3,4,有,無,9200000,31860,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQNMLLKQHLFFHL56CA
大肚區,房地(土地+建物),臺中市大肚區自治路1~30號,76.69,住,,,1050624,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1041109,182.96,5,2,4,有,無,11300000,61762,,0.0,0,,RPQNMLTKPHLFFIL37CA
大肚區,土地,社腳段社腳小段121~150地號,1251.64,,山坡地保育區,丁種建築用地,1050324,土地25建物0車位0,,,其他,,,,0.0,0,0,0,有,無,34075800,27225,,0.0,0,,RPUNMLMLPHLFFIL17CA
大里區,房地(土地+建物)+車位,臺中市大里區永明街60巷1~30號,79.42,住,,,1050610,土地3建物1車位1,全,四層,透天厝,住商用,鋼筋混凝土造,0870930,187.84,5,2,3,有,無,12650000,67345,坡道平面,0.0,0,含增建或未登記建物。,RPTOMLTKPHLFFGL57CA
烏日區,房地(土地+建物),臺中市烏日區環河路三段840巷1~30號,73.5,住,,,1050621,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1040831,189.66,3,4,5,有,有,10600000,55889,,0.0,0,,RPWOMLKLPHLFFGL07CA
大里區,車位,臺中市大里區東湖里中湖路130巷12弄1~30號,1.09,住,,,1050703,土地0建物0車位1,,,其他,,,,7.02,0,0,0,有,有,330000,,升降機械,7.02,330000,單獨車位交易。,RPQNMLLLPHLFFGL09CA
霧峰區,房地(土地+建物),臺中市霧峰區大同路109巷31~60號,77.0,住,,,1050615,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0701130,90.94,2,2,2,有,無,2500000,27491,,0.0,0,,RPSOMLMLPHLFFGL86CA
大里區,房地(土地+建物),臺中市大里區好來一街91~120號,101.42,,鄉村區,乙種建築用地,1050625,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0841212,184.07,4,2,3,有,無,11050000,60032,,0.0,0,,RPTNMLPLPHLFFGL17CA
大里區,土地,向學段481~510地號,158.17,住,,,1050329,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6000000,37934,,0.0,0,,RPPNMLQLPHLFFGL86CA
大里區,房地(土地+建物)+車位,臺中市大里區東興路59巷26弄1~30號,73.23,住,,,1050529,土地2建物1車位1,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0931109,193.4,4,2,4,有,無,12600000,65150,一樓平面,0.0,0,,RPPNMLKMPHLFFGL98CA
大里區,房地(土地+建物),臺中市大里區大興街31~60號,99.82,住,,,1050614,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1010622,172.45,4,3,3,有,有,13300000,77124,,0.0,0,,RPXNMLSJQHLFFGL77CA
霧峰區,房地(土地+建物),臺中市霧峰區民生路61~90號,76.25,住,,,1050615,土地6建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0950327,218.52,4,3,3,有,有,10600000,48508,,0.0,0,,RPOOMLLKQHLFFGL98CA
大里區,土地,光正段271~300地號,3303.0,,工業區,丁種建築用地,1050628,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,154000000,46624,,0.0,0,,RPVNMLMKQHLFFGL07CA
太平區,房地(土地+建物),臺中市太平區中山路三段53巷1~30號,20.16,住,,,1050706,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0710220,81.03,3,1,1,有,無,2000000,24682,,0.0,0,,RPRNMLTKPHLFFHL37CA
太平區,房地(土地+建物),臺中市太平區大仁街26巷1~30號,17.21,商,,,1050701,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0860227,116.21000000000001,3,2,2,有,有,3500000,30118,,0.0,0,,RPUNMLKLPHLFFHL86CA
太平區,房地(土地+建物),臺中市太平區宜福街91~120號,91.74,住,,,1050627,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0960521,203.55,5,1,3,有,無,13800000,67797,,0.0,0,,RPVNMLKLPHLFFHL96CA
太平區,房地(土地+建物),臺中市太平區長龍路一段中山1巷31~60號,65.0,,鄉村區,乙種建築用地,1050601,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0690625,77.37,3,3,2,有,無,1080000,13959,,0.0,0,買賣價金含增建部分,RPRNMLLLPHLFFHL66CA
北區,房地(土地+建物)+車位,臺中市北區中清路一段661~690號,15.02,住,,,1050623,土地1建物1車位1,九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880616,190.32,4,1,2,有,有,8700000,45712,坡道機械,18.93,0,,RPQPMLMKQHLFFBB97DA
后里區,土地,里城段241~270地號,1816.0,,特定農業區,農牧用地,1050613,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10437460,5748,,0.0,0,,RPQNMLSJQHLFFAL56DA
烏日區,房地(土地+建物),臺中市烏日區中山路二段31~60號,88.76,住,,,1050621,土地4建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0790630,312.99,5,3,4,有,無,10000000,31950,,0.0,0,二等親間之交易,RPWNMLKLPHLFFGL07DA
西區,房地(土地+建物)+車位,臺中市西區三民西路61~90號,31.19,商,,,1050529,土地0建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041214,239.69,3,2,2,有,有,17500000,73011,坡道平面,46.6,0,,RPXNMLTKPHLFFAB88CA
西區,房地(土地+建物)+車位,臺中市西區精誠24街1~30號,17.5,住,,,1050623,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821230,140.17000000000002,3,2,2,有,有,9000000,64208,坡道平面,0.0,0,,RPOPMLTKPHLFFAB18CA
西區,房地(土地+建物),臺中市西區博館三街91~120號,6.97,商,,,1050628,土地1建物1車位0,二層,七層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0870105,38.74,1,1,1,有,有,2060000,53175,,0.0,0,,RPWNMLMLPHLFFAB18CA
東區,房地(土地+建物)+車位,臺中市東區大智路331~360號,13.44,住,,,1050517,土地1建物3車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831213,150.77,3,2,2,有,有,5600000,37140,坡道機械,0.0,0,,RPTNMLPLPHLFFAB18CA
中區,房地(土地+建物),臺中市中區大誠街39巷2之1~30號,8.42,商,,,1050707,土地1建物1車位0,六層,六層,公寓(5樓含以下無電梯),住家用,見其他登記事項,0610201,38.12,2,1,1,有,有,1300000,34103,,0.0,0,,RPUOMLQLPHLFFAB48CA
東區,房地(土地+建物)+車位,臺中市東區東興里立德街211~240號,51.96,住,,,1050620,土地1建物1車位1,十層，十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041203,257.21,4,2,2,有,有,14100000,60130,坡道平面,41.01,1100000,,RPXNMLTLPHLFFAB98CA
南區,房地(土地+建物)+車位,臺中市南區學府路1~30號,52.28,住,,,1050627,土地1建物1車位2,三層,十二層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0820402,470.42,0,0,1,無,有,14500000,30824,升降機械,0.0,0,,RPTOMLSJQHLFFAB48CA
南區,房地(土地+建物),臺中市南區美村路二段121~150號,20.63,住,,,1050624,土地5建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800725,169.72,4,2,2,有,有,6950000,40950,,0.0,0,本案標的無車位買賣，惟有兩個機車位。,RPXNMLTJQHLFFAB88CA
南區,房地(土地+建物)+車位,臺中市南區復興路三段211~240號,16.34,商,,,1050610,土地2建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0840902,154.41,3,2,2,有,無,7700000,49867,升降機械,0.0,0,親友、員工或其他特殊關係間之交易。,RPOPMLPKQHLFFAB87CA
北屯區,房地(土地+建物),臺中市北屯區北屯路439之17巷2弄1~30號,8.62,住,,,1050619,土地1建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850812,85.02000000000001,2,1,1,有,有,3700000,43519,,0.0,0,,RPUPMLSKPHLFFBB78CA
北區,房地(土地+建物),臺中市北區梅亭街181~210號,12.96,住,,,1050603,土地1建物1車位0,一層，夾層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810805,90.75,4,0,4,有,有,5600000,61708,,0.0,0,,RPQNMLTKPHLFFBB28CA
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段1351~1380號,20.53,住,,,1050620,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1041228,142.93,3,2,2,有,有,6780000,47436,坡道平面,25.81,0,,RPRNMLTKPHLFFBB38CA
北屯區,土地,北屯段91~120地號,84.0,其他,,,1050622,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4319700,51425,,0.0,0,,RPSOMLTKPHLFFBB58CA
北區,房地(土地+建物),臺中市北區文祥街1巷1~30號,133.0,住,,,1050625,土地5建物1車位0,全,一層,透天厝,住家用,磚造,,64.66,3,2,2,有,無,7000000,108259,,0.0,0,,RPTOMLTKPHLFFBB68CA
北屯區,房地(土地+建物),臺中市北屯區東山路一段123巷31~60號,85.13,住,,,1050617,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0860412,132.36,5,2,4,有,無,9750000,73663,,0.0,0,1.含增建或未登記建物。2.簽約人與登記人不同。,RPQNMLKLPHLFFBB47CA
北屯區,房地(土地+建物),臺中市北屯區三光巷31~60號,164.22,住,,,1050628,土地2建物1車位0,全,五層,透天厝,見其它登記事項,鋼筋混凝土造,1030910,304.36,5,3,6,有,無,21880000,71889,,0.0,0,,RPTNMLKLPHLFFBB77CA
北屯區,房地(土地+建物),臺中市北屯區敦化路一段511~540號,12.88,住,,,1050623,土地2建物1車位0,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830511,103.64,3,2,2,有,有,4970000,47954,,0.0,0,,RPPOMLKLPHLFFBB47CA
北屯區,房地(土地+建物)+車位,臺中市北屯區柳陽東街61~90號,19.7,住,,,1050607,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841218,146.68,4,2,2,有,有,6000000,40905,坡道機械,0.0,0,親友、員工或其他特殊關係間之交易。,RPTOMLKLPHLFFBB87CA
北區,房地(土地+建物),臺中市北區日進街38巷1~30號,234.0,住,,,1050606,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0620621,419.17,25,0,25,有,無,25000000,59642,,0.0,0,含增建或未登記建物。,RPOQMLLLPHLFFBB67CA
北屯區,土地,同榮段571~600地號,472.0,其他,,,1050705,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22559240,47795,,0.0,0,,RPRNMLMLPHLFFBB77CA
北屯區,房地(土地+建物),臺中市北屯區太順東街91~120號,96.13,住,,,1050609,土地2建物1車位0,全,四層,透天厝,見其它登記事項,鋼筋混凝土造,1040324,262.56,3,3,5,有,有,19800000,75411,,0.0,0,,RPOOMLMLPHLFFBB57CA
北屯區,房地(土地+建物),臺中市北屯區東山路一段238巷34弄1~30號,72.58,住,,,1050615,土地2建物1車位0,全,四層,透天厝,見其它登記事項,鋼筋混凝土造,0940510,169.39000000000001,4,3,3,有,有,13680000,80760,,0.0,0,含增建或未登記建物。,RPWOMLPLPHLFFBB68CA
北屯區,房地(土地+建物),臺中市北屯區東山路一段140巷31~60號,86.0,住,,,1050701,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0681019,181.92,4,2,3,有,無,3000000,16491,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUPMLPLPHLFFBB58CA
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段1171~1200號,20.97,住,,,1050628,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1040824,191.94,3,2,2,有,有,11280000,58768,坡道平面,34.73,0,,RPRNMLQLPHLFFBB18CA
北屯區,房地(土地+建物)+車位,臺中市北屯區后庄路31~60號,33.97,住,,,1050310,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1050502,185.35,3,2,2,有,有,13420000,77031,坡道平面,28.01,1300000,,RPWNMLQLPHLFFBB68CA
北屯區,房地(土地+建物)+車位,臺中市北屯區后庄路31~60號,30.21,住,,,1030524,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1050502,165.35,3,2,2,有,有,12250000,78648,坡道平面,24.85,1200000,,RPQOMLQLPHLFFBB18CA
北屯區,房地(土地+建物)+車位,臺中市北屯區后庄路31~60號,30.53,住,,,1030517,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1050502,168.6,3,2,2,有,有,12400000,79309,坡道平面,28.01,1250000,,RPROMLQLPHLFFBB28CA
北屯區,房地(土地+建物),臺中市北屯區軍榮街1~30號,137.77,住,,,1050623,土地1建物1車位0,全,四層,透天厝,見其它登記事項,鋼筋混凝土造,0950727,274.11,4,3,5,有,無,20800000,75882,,0.0,0,含增建或未登記建物。,RPVOMLQLPHLFFBB68CA
北屯區,房地(土地+建物)+車位,臺中市北屯區崇德十一路31~60號,15.39,商,,,1050616,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),見其它登記事項,見其它登記事項,0930325,103.43,2,2,1,有,有,5800000,56077,坡道平面,0.0,0,,RPVPMLRLPHLFFBB88CA
北屯區,房地(土地+建物)+車位,臺中市北屯區后庄路31~60號,30.53,住,,,1030526,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1050502,168.6,3,2,2,有,有,12650000,81087,坡道平面,28.01,1250000,,RPQOMLSLPHLFFBB38CA
北屯區,房地(土地+建物)+車位,臺中市北屯區后庄路31~60號,30.53,住,,,1030531,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1050502,168.6,3,2,2,有,有,12750000,81798,坡道平面,28.01,1250000,,RPXOMLSLPHLFFBB09CA
北屯區,房地(土地+建物)+車位,臺中市北屯區后庄路31~60號,32.38,住,,,1031012,土地1建物1車位2,十三層,十三層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1050502,196.07,3,2,2,有,有,14400000,83542,坡道平面,56.02,2700000,,RPOPMLSLPHLFFBB28CA
北屯區,房地(土地+建物),臺中市北屯區中清路二段415巷1~30號,24.71,住,,,1050225,土地4建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701231,83.35,3,2,2,有,無,3700000,44391,,0.0,0,分區:含部分道路用地,RPVQMLSLPHLFFBB09CA
北區,房地(土地+建物),臺中市北區忠太東路91~120號,19.48,住,,,1050617,土地1建物3車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800930,131.19,3,2,2,有,有,6080000,46345,,0.0,0,,RPRPMLTLPHLFFBB68CA
北屯區,土地,軍和段91~120地號,313.93,住,,,1050522,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,25639000,81671,,0.0,0,,RPQOMLNJQHLFFBB77CA
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段1351~1380號,21.21,住,,,1050619,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1041228,147.36,3,2,2,有,有,7200000,48860,坡道平面,25.81,0,,RPPQMLOJQHLFFBB97CA
北屯區,房地(土地+建物),臺中市北屯區和祥七街151~180號,153.66,住,,,1050615,土地1建物1車位0,全,四層,透天厝,見其它登記事項,鋼筋混凝土造,1020412,292.62,5,3,6,有,無,25000000,85435,,0.0,0,,RPRQMLOJQHLFFBB18CA
北屯區,土地,東信段91~120地號,657.0,住,,,1050620,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,111294000,169397,,0.0,0,,RPOOMLPJQHLFFBB77CA
北屯區,房地(土地+建物),臺中市北屯區北屯路439之17巷2弄1~30號,2.62,住,,,1050608,土地1建物1車位0,十五層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850812,30.11,1,0,1,有,有,1000000,33212,,0.0,0,,RPVPMLTJQHLFFBB98CA
北屯區,房地(土地+建物),臺中市北屯區軍榮三街91~120號,152.94,住,,,1050618,土地5建物1車位0,全,四層,透天厝,見其它登記事項,鋼筋混凝土造,1030930,445.63,5,2,5,有,有,33000000,74052,,0.0,0,,RPXNMLKKQHLFFBB18CA
北區,房地(土地+建物),臺中市北區北平一街1~30號,20.21,住,,,1050703,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731102,100.61000000000001,3,2,1,有,無,4300000,42739,,0.0,0,,RPVOMLRKQHLFFBB78CA
西屯區,房地(土地+建物),臺中市西屯區臺灣大道三段650巷18弄1~30號,52.0,商,,,1050518,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,0620601,59.21,0,0,0,無,無,16300000,275291,,0.0,0,,RPTQMLSKPHLFFCB88CA
南屯區,房地(土地+建物)+車位,臺中市南屯區黎明東街421~450號,11.0,住,,,1050626,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840525,84.03,2,1,1,有,有,5650000,67238,坡道機械,0.0,0,,RPUQMLSKPHLFFCB98CA
南屯區,房地(土地+建物)+車位,臺中市南屯區忠勇路1~30號,14.73,住,,,1050612,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001117,131.68,2,2,1,有,有,7200000,54678,坡道平面,37.5,0,,RPPOMLTKPHLFFCB38CA
西屯區,土地,福德段91~120地號,93.39,住,,,1050705,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13560000,145198,,0.0,0,,RPQOMLTKPHLFFCB48CA
南屯區,房地(土地+建物),臺中市南屯區文心南一路1~30號,72.58,住,,,1050610,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0820309,276.0,4,2,4,有,有,14600000,52899,,0.0,0,,RPTOMLTKPHLFFCB78CA
西屯區,房地(土地+建物),臺中市西屯區福瑞街1~30號,127.05,住,,,1050624,土地4建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1030218,330.82,5,2,5,有,有,26000000,78593,,0.0,0,,RPWOMLTKPHLFFCB09CA
西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段1~30號,5.67,商,,,1050624,土地1建物1車位1,二十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,90.9,1,1,1,有,有,6450000,70957,坡道平面,35.91,0,,RPUPMLTKPHLFFCB98CA
西屯區,房地(土地+建物),臺中市西屯區臺灣大道二段777巷1弄1~30號,26.3,商,,,1050623,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700401,80.38,2,1,2,有,無,5000000,62205,,0.0,0,,RPUQMLTKPHLFFCB09CA
南屯區,房地(土地+建物),臺中市南屯區田心北2巷8弄1~30號,84.0,住,,,1050523,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0700214,110.28,5,2,2,有,無,10300000,93399,,0.0,0,,RPUNMLKLPHLFFCB97CA
西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路三段151~180號,25.5,住,,,1010920,土地1建物1車位1,七層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041008,247.21,4,2,2,有,有,12730000,52354,坡道平面,26.98,1200000,,RPSOMLKLPHLFFCB87CA
西屯區,房地(土地+建物)+車位,臺中市西屯區長安路二段131巷91~120號,23.5,住,,,1050611,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021105,150.38,3,2,2,有,有,9500000,63173,坡道平面,0.0,0,,RPTOMLKLPHLFFCB97CA
南屯區,房地(土地+建物),臺中市南屯區河南路四段331~360號,7.93,住,,,1050616,土地2建物2車位0,十層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0941220,54.480000000000004,1,1,1,有,有,3600000,66079,,0.0,0,,RPUQMLKLPHLFFCB28CA
南屯區,房地(土地+建物),臺中市南屯區河南路四段331~360號,3.97,住,,,1050616,土地1建物1車位0,十層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0941220,27.240000000000002,1,1,1,有,有,1800000,66079,,0.0,0,,RPWQMLKLPHLFFCB48CA
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南三路331~360號,20.3,商,,,1050517,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000615,251.06,4,2,2,有,有,21090000,84004,坡道平面,25.76,0,,RPSSMLKLPHLFFCB28CA
西屯區,房地(土地+建物)+車位,臺中市西屯區寧夏路61~90號,14.9,商,,,1050621,土地1建物2車位1,一層，騎樓，夾層,十四層,店面(店鋪),見其他登記事項,鋼筋混凝土造,0890324,198.12,3,1,2,有,有,15000000,75712,坡道平面,13.72,0,含增建或未登記建物。,RPPNMLLLPHLFFCB57CA
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路211~240號,16.44,住,,,1050627,土地1建物1車位1,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031113,155.49,3,2,2,有,有,9500000,61097,坡道機械,20.21,0,,RPWOMLLLPHLFFCB38CA
南屯區,房地(土地+建物),臺中市南屯區寶山六街1~30號,10.84,住,,,1050621,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830425,69.88,2,2,1,有,有,3420000,48941,,0.0,0,,RPXOMLLLPHLFFCB48CA
南屯區,房地(土地+建物),臺中市南屯區懷德街31~60號,163.0,住,,,1050607,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0640806,105.14,3,2,2,有,無,37500000,356667,,0.0,0,,RPQOMLMLPHLFFCB87CA
南屯區,房地(土地+建物)+車位,臺中市南屯區忠勇路31~60號,9.99,住,,,1050612,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,107.52000000000001,2,1,1,有,有,7000000,65104,坡道機械,14.85,0,,RPQPMLMLPHLFFCB97CA
西屯區,房地(土地+建物),臺中市西屯區西屯路二段268之8巷1~30號,3.52,住,,,1050626,土地1建物1車位0,十三層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860408,27.72,1,1,1,有,有,1410000,50866,,0.0,0,,RPTNMLPLPHLFFCB38CA
西屯區,房地(土地+建物),臺中市西屯區何安里文心路三段1~30號,5.55,商,,,1050619,土地1建物1車位0,五層,二十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980813,61.83,1,1,1,有,有,5350000,86528,,0.0,0,,RPXNMLPLPHLFFCB78CA
南屯區,房地(土地+建物)+車位,臺中市南屯區春社里忠勇路31~60號,14.02,住,,,1050613,土地2建物2車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830906,160.59,3,2,2,有,有,6585000,41005,坡道平面,0.0,0,,RPSPMLPLPHLFFCB48CA
西屯區,房地(土地+建物),臺中市西屯區寧夏西四街1~30號,9.76,商,,,1050607,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841229,114.34,3,2,2,有,有,5500000,48102,,0.0,0,,RPXNMLQLPHLFFCB88CA
南屯區,房地(土地+建物),臺中市南屯區寶山五街121~150號,20.38,住,,,1050612,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820924,117.07,3,2,2,有,有,5200000,44418,,0.0,0,,RPXPMLTLPHLFFCB76CA
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道四段1261~1290號,5.34,住,,,1050622,土地1建物1車位1,二十層,二十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0990112,105.77,1,1,1,有,有,6600000,62400,坡道平面,27.55,0,,RPQNMLKMPHLFFCB67CA
西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路三段151~180號,19.75,住,,,1030930,土地1建物1車位1,三層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041008,198.78,3,2,2,有,有,11800000,59362,坡道平面,0.0,0,,RPWNMLMJQHLFFCB28CA
西屯區,房地(土地+建物),臺中市西屯區華美西街二段391~420號,38.5,住,,,1050607,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0690208,52.4,3,2,2,有,無,4500000,85878,,0.0,0,親友、員工或其他特殊關係間之交易。,RPVOMLMJQHLFFCB28CA
