鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
大安區,房地(土地+建物),臺北市大安區信義路四段211~240號,14.4,商,,,1050424,土地2建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,700123,150.23,4,2,2,有,有,41800000,278240,,0,0,,RPXNMLKLPHLFFFA58DA
大安區,房地(土地+建物),臺北市大安區信義路四段211~240號,13.8,商,,,1050424,土地2建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,700123,152.65,3,2,2,有,有,42880000,280904,,0,0,,RPOOMLKLPHLFFFA77DA
大安區,房地(土地+建物),臺北市大安區敦化南路一段295巷31~60號,25.12,住,,,1050618,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,130.05,4,3,3,有,無,38000000,292195,,0,0,含增建或未登記建物。,RPQOMLLLPHLFFFA08DA
大安區,房地(土地+建物),臺北市大安區泰順街1~30號,17.75,住,,,1050511,土地1建物1車位0,四層,四層,套房(1房1廳1衛),,鋼筋混凝土造,,46.14,1,1,1,有,無,7350000,159298,,0,0,,RPOOMLMJQHLFFFA87DA
大安區,房地(土地+建物)+車位,臺北市大安區永康街75巷1~30號,16.12,住,,,1050617,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961114,88.38,1,2,1,有,有,20500000,231953,升降平面,27.89,0,,RPUNMLNJQHLFFFA48DA
大安區,車位,臺北市大安區忠孝東路四段170巷18弄1~30號,0,,,,1050620,土地0建物0車位1,地下層,十二層,其他,見使用執照,鋼筋混凝土造,,34.71,0,0,0,有,無,666888,,坡道平面,0,666888,向政府機關承購之案件。,RPPNMLSKQHLFFFA58DA
北投區,車位,臺北市北投區光明路61~90號,1.35,商,,,1050703,土地0建物0車位1,地下一層,二十三層,其他,停車空間,鋼骨鋼筋混凝土造,961116,57.2,0,0,0,有,有,2120000,,坡道平面,57.2,2120000,,RPVPMLLLPHLFFEA58DA
北投區,房地(土地+建物),臺北市北投區大業路361~390號,12.89,住,,,1050607,土地1建物1車位0,一層,十四層,店面(店鋪),商業用,鋼筋混凝土造,901101,88.44,0,1,1,有,有,25000000,282678,,0,0,,RPUNMLKLPHLFFEA18DA
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段315巷31~60號,36.49,住,,,1050628,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040527,141.87,3,2,2,有,有,24800000,166430,升降機械,7.88,2500000,,RPUNMLLLPHLFFEA28DA
士林區,土地,平等段一小段61~90地號,213.23,其他,,,1050630,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,800000,3752,,0,0,,RPWNMLNLQHLFFEA78DA
松山區,房地(土地+建物),臺北市松山區敦化北路238巷1~30號,29.88,住,,,1050621,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671220,103.27,3,2,2,有,無,18000000,174300,,0,0,,RPWQMLSLPHLFFDA76DA
內湖區,房地(土地+建物),臺北市內湖區新明路331~360號,23.54,工,,,1050601,土地1建物1車位0,地下一層,十一層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,980403,127.07,1,1,1,有,有,8450000,66499,,0,0,含增建或未登記建物。,RPUOMLMLPHLFFCA28DA
松山區,房地(土地+建物),臺北市松山區新東街41巷1~30號,26.75,住,,,1050611,土地1建物1車位0,二層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,68.51,2,2,1,有,無,12050000,175887,,0,0,,RPSPMLTKPHLFFDA88DA
信義區,房地(土地+建物),臺北市信義區吳興街284巷28弄1~30號,23.98,住,,,1050624,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760316,93.96,3,2,1,有,無,13690000,145700,,0,0,,RPTOMLKLPHLFFDA08DA
內湖區,房地(土地+建物)+車位,臺北市內湖區南京東路六段451巷31~60號,17.57,其他,,,1050516,土地1建物1車位2,十三層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,971205,116.27,2,2,1,有,有,16200000,139331,坡道機械,33.04,0,,RPQRMLTKPHLFFCA78DA
大同區,房地(土地+建物),臺北市大同區錦西街31~60號,22.2,商,,,1050626,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,651202,81.16,3,2,2,有,無,15220000,187531,,0,0,含增建或未登記建物。,RPUOMLKLPHLFFBA97DA
文山區,房地(土地+建物)+車位,臺北市文山區木柵路三段31~60號,14.62,商,,,1050612,土地1建物1車位1,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831111,190.14,4,2,2,有,有,19580000,102977,坡道平面,0,0,含增建或未登記建物。,RPQNMLKMPHLFFAA47DA
中正區,房地(土地+建物),臺北市中正區汀州路三段181~210號,24.44,住,,,1050622,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,711029,122.68,3,2,2,有,無,22200000,180959,,0,0,,RPPNMLLMPHLFFAA47DA
中正區,房地(土地+建物),臺北市中正區汀州路一段271~300號,10,住,,,1050629,土地1建物1車位0,四層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,720624,54.17,1,1,1,有,無,7800000,143991,,0,0,,RPPOMLQLPHLFFAA97DA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路一段121~150號,20.35,住,,,1050612,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970411,95.96,2,1,1,有,有,15380000,160275,升降機械,19.18,0,,RPPOMLRLPHLFFAA08DA
大安區,房地(土地+建物)+車位,臺北市大安區忠孝東路四段146巷1~30號,42.85,住,,,1050620,土地1建物1車位2,八層，九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,871117,348.96,4,2,3,有,無,113000000,323819,坡道平面,0,6400000,,RPSNMLSKQHLFFFA78CA
大安區,房地(土地+建物),臺北市大安區四維路216巷1~30號,38.6,住,,,1050706,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720208,134.97,3,2,2,有,無,20000000,148181,,0,0,親友、員工或其他特殊關係間之交易。,RPSNMLSLPHLFFFA78CA
大安區,房地(土地+建物),臺北市大安區復興南路二段171巷1~30號,21.91,住,,,1050704,土地1建物1車位0,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740522,113.05,3,2,2,有,有,23000000,203450,,0,0,,RPWNMLPLPHLFFFA88CA
大安區,房地(土地+建物),臺北市大安區嘉興街391~420號,21.75,商,,,1050531,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),,加強磚造,571108,70.51,3,2,1,有,無,10500000,148915,,0,0,,RPPNMLQLPHLFFFA28CA
大安區,房地(土地+建物),臺北市大安區安和路一段117巷1~30號,33.48,住,,,1050606,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690805,195.38,4,2,3,有,有,31500000,161224,,0,0,親友、員工或其他特殊關係間之交易。,RPSOMLKLPHLFFFA08CA
大安區,房地(土地+建物)+車位,臺北市大安區光復南路691~720號,13,商,,,1050614,土地2建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011120,141.16,3,2,2,有,有,33000000,233777,塔式車位,0,0,,RPWOMLKLPHLFFFA48CA
大安區,房地(土地+建物),臺北市大安區和平東路二段311巷43弄31~60號,36.2,住,,,1050531,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780120,107.39,2,1,2,有,無,20800000,193687,,0,0,含增建或未登記建物。,RPPNMLLLPHLFFFA77CA
士林區,土地,平等段一小段61~90地號,639.69,農,,,1050630,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,800000,1251,,0,0,畸零地或有合併使用之交易。,RPROMLPKQHLFFEA38CA
北投區,房地(土地+建物),臺北市北投區豐年路二段61~90號,18.33,住,,,1050607,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661229,97.56,3,2,1,有,無,8000000,82001,,0,0,親友、員工或其他特殊關係間之交易。,RPSOMLRKQHLFFEA68CA
士林區,車位,臺北市士林區德行東路181~210號,1.65,住,,,1050718,土地0建物0車位1,地下一層,九層,其他,停車空間,鋼筋混凝土造,941221,37.88,0,0,0,有,有,2850000,,坡道平面,37.88,2850000,,RPTNMLRLPHLFFEA68CA
北投區,建物,臺北市北投區行義路96巷1~30號,0,,,,1050704,土地0建物1車位2,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020318,297.92,3,1,3,有,無,33500000,112446,坡道平面,85.46,0,親友、員工或其他特殊關係間之交易。單獨建物及汽車位買賣,SPXOMLQLPHLFFEA56CA
北投區,房地(土地+建物),臺北市北投區尊賢街302巷1~30號,25.75,住,,,1050613,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650525,93.7,3,2,1,有,無,11880000,126788,,0,0,,RPTNMLOLPHLFFEA38CA
士林區,房地(土地+建物),臺北市士林區福國路91~120號,6.67,商,,,1050614,土地1建物1車位0,五層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,660811,36.66,1,1,1,有,有,7000000,190944,,0,0,,RPTNMLLLPHLFFEA08CA
北投區,房地(土地+建物)+車位,臺北市北投區民族街1~30號,40.05,住,,,1050601,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030120,181.88,3,2,2,有,有,32000000,175940,坡道平面,10.53,0,,RPSPMLLLPHLFFEA18CA
北投區,房地(土地+建物)+車位,臺北市北投區民族街1~30號,43.97,住,,,1050601,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030120,206.16,2,2,2,有,有,35000000,169771,坡道平面,10.53,0,,RPUPMLLLPHLFFEA38CA
南港區,房地(土地+建物),臺北市南港區東新街118巷31~60號,18.34,住,,,1050627,土地3建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010314,89.38,2,2,2,有,有,21500000,240546,,0,0,,RPQPMLSLPHLFFDA58CA
南港區,房地(土地+建物),臺北市南港區南港路二段91~120號,316.82,工,,,1050630,土地1建物3車位0,一層，二層,二層,工廠,工業用,鋼筋混凝土造,790612,1464.45,0,0,0,無,有,145000000,,,0,0,,RPUPMLSLPHLFFDA98CA
松山區,房地(土地+建物),臺北市松山區新東街16巷31~60號,31.12,住,,,1050518,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,94.19,3,2,2,有,無,15500000,164561,,0,0,,RPXNMLSLPHLFFDA09CA
信義區,車位,臺北市信義區基隆路二段79巷30弄1~30號,0.27,住,,,1050705,土地0建物0車位1,一層,十層,其他,見其他登記事項,鋼筋混凝土造,980420,1.35,0,0,0,有,有,1300000,,塔式車位,1.35,1300000,,RPOPMLNJQHLFFDA77CA
信義區,房地(土地+建物),臺北市信義區信安街31~60號,27.5,住,,,1050331,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,83.99,3,2,2,有,無,11300000,134540,,0,0,親友、員工或其他特殊關係間之交易。,RPQOMLOJQHLFFDA97CA
信義區,車位,臺北市信義區忠孝東路五段451~480號,0.45,商,,,1050624,土地0建物0車位1,地下二層，地下三層，地下四層,十一層,其他,停車空間,鋼筋混凝土造,941006,38.86,0,0,0,有,有,2500000,,坡道平面,36.83,2500000,,RPOQMLRLPHLFFDA38CA
松山區,房地(土地+建物),臺北市松山區八德路四段389巷1~30號,22.75,住,,,1050608,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,66.92,5,1,4,有,無,13500000,201733,,0,0,,RPROMLSLPHLFFDA58CA
信義區,房地(土地+建物),臺北市信義區光復南路541~570號,3.94,商,,,1050613,土地1建物1車位0,六層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,970822,42.99,1,1,1,有,有,11980000,278669,,0,0,,RPXNMLTKPHLFFDA09CA
信義區,車位,臺北市信義區永吉路120巷1~30號,0.72,住,,,1050629,土地0建物0車位1,二層,十層,其他,住家用,鋼筋混凝土造,951201,17.41,0,0,0,有,有,1700000,,坡道機械,0,1700000,,RPSOMLMLPHLFFDA08CA
松山區,房地(土地+建物)+車位,臺北市松山區塔悠路301~330號,22.52,住,,,1050608,土地2建物1車位1,二層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860909,98.13,2,2,1,有,有,12600000,128401,升降平面,35.49,0,,RPUNMLKLPHLFFDA97CA
信義區,房地(土地+建物),臺北市信義區忠孝東路四段553巷31~60號,20.38,住,,,1050628,土地1建物1車位0,一層，平台,四層,店面(店鋪),住家用,鋼筋混凝土造,640305,61.72,0,0,0,無,無,20000000,324044,,0,0,二親等間之交易。僅買賣持分：1/2。,RPOOMLKLPHLFFDA47CA
中山區,房地(土地+建物),臺北市中山區龍江路397巷31~60號,29.64,住,,,1050601,土地6建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680910,105.31,3,2,2,有,無,16630000,157915,,0,0,,RPORMLLJQHLFFCA67CA
中山區,房地(土地+建物),臺北市中山區松江路151~180號,6.15,其他,,,1050615,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,660902,60.71,0,0,0,無,有,12200000,200955,,0,0,,RPOQMLLJQHLFFCA57CA
中山區,房地(土地+建物)+車位,臺北市中山區民權西路61~90號,46.33,商,,,1050703,土地4建物2車位4,地下一層,十一層,店面(店鋪),商業用,鋼筋混凝土造,810626,420.79,0,0,1,無,有,234000000,556097,升降機械,0,0,,RPPQMLSLPHLFFCA48CA
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街136巷30弄61~90號,21.32,住,,,1050624,土地1建物1車位1,一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860326,79.8,2,1,1,有,有,12500000,156642,坡道機械,14.95,0,含增建或未登記建物。,RPXQMLSLPHLFFCA66CA
中山區,房地(土地+建物),臺北市中山區新生北路三段56巷1~30號,3.81,商,,,1050706,土地1建物1車位0,十二層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,700410,39.9,1,1,1,有,有,5800000,145363,,0,0,,RPQQMLTLPHLFFCA68CA
中山區,房地(土地+建物),臺北市中山區德惠街31~60號,3.23,商,,,1050623,土地1建物1車位0,六層,十一層,套房(1房1廳1衛),商業用,鋼筋混凝土造,710227,30.63,1,1,1,有,有,4600000,150180,,0,0,,RPWNMLSLPHLFFCA88CA
中山區,房地(土地+建物),臺北市中山區中山北路二段115巷1~30號,38.25,商,,,1050530,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640814,145.57,6,0,6,有,無,19500000,133956,,0,0,,RPXNMLQLPHLFFCA78CA
中山區,房地(土地+建物),臺北市中山區五常街53巷1~30號,24.4,住,,,1050612,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661110,97.44,3,2,2,有,無,16380000,168103,,0,0,,RPTOMLQLPHLFFCA48CA
中山區,房地(土地+建物)+車位,臺北市中山區農安街1~30號,5.57,商,,,1050621,土地1建物1車位1,十一層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,920618,68.29,1,1,1,有,有,15000000,219651,升降機械,0,0,,RPVOMLMLPHLFFCA28CA
中山區,房地(土地+建物),臺北市中山區松江路26巷1~30號,31.19,住,,,1050628,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740828,151.48,4,2,2,有,無,31500000,207948,,0,0,可使用壹樓空地,RPWOMLMLPHLFFCA38CA
中山區,房地(土地+建物),臺北市中山區吉林路211~240號,17.97,商,,,1050622,土地9建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710205,96.91,3,2,2,有,有,16410000,169332,,0,0,親友、員工或其他特殊關係間之交易。,RPURMLLLPHLFFCA38CA
中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段68巷1~30號,7.99,商,,,1050629,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971229,106.55,1,1,1,有,有,3859777,36225,坡道平面,9.89,0,二等親買賣親友、員工或其他特殊關係間之交易。,RPSSMLLLPHLFFCA28CA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段103巷61~90號,13.9,住,,,1050515,土地2建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711126,106.61,3,2,2,有,有,19800000,185724,,0,0,,RPPPMLLLPHLFFCA67CA
中山區,房地(土地+建物),臺北市中山區德惠街31~60號,3,商,,,1050623,土地1建物1車位0,五層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,681215,27.42,1,1,1,有,有,3890000,141867,,0,0,,RPPQMLLLPHLFFCA77CA
中山區,房地(土地+建物),臺北市中山區德惠街31~60號,3,商,,,1050623,土地1建物1車位0,五層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,681215,27.42,1,1,1,有,有,3890000,141867,,0,0,,RPSQMLLLPHLFFCA08CA
中山區,房地(土地+建物),臺北市中山區新生北路三段82巷1~30號,7.2,商,,,1050616,土地1建物1車位0,五層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,810910,41.9,1,1,1,有,有,5800000,138425,,0,0,含增建或未登記建物。,RPQNMLLLPHLFFCA57CA
內湖區,房地(土地+建物),臺北市內湖區康樂街48巷1~30號,28.63,住,,,1050611,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750227,99.74,3,2,2,有,無,16200000,162422,,0,0,,RPRNMLLLPHLFFCA67CA
中山區,房地(土地+建物),臺北市中山區農安街31~60號,3.85,商,,,1050618,土地1建物1車位0,五層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,680412,33.7,1,1,1,有,有,4550000,135015,,0,0,,RPVNMLLLPHLFFCA08CA
中山區,房地(土地+建物),臺北市中山區新生北路三段56巷1~30號,4.51,商,,,1050704,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700611,36.33,1,0,1,有,無,4900000,134875,,0,0,,RPWNMLLLPHLFFCA18CA
內湖區,房地(土地+建物),臺北市內湖區大湖山莊街211~240號,10.08,住,,,1050707,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820729,36.85,2,1,1,有,有,7400000,200814,,0,0,,RPTQMLTKPHLFFCA88CA
中山區,房地(土地+建物),臺北市中山區長安東路二段151~180號,15.42,商,,,1050701,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,741008,162.07,3,2,2,有,有,31000000,191275,,0,0,,RPXPMLTKPHLFFCA56CA
內湖區,房地(土地+建物),臺北市內湖區文德路22巷16弄1~30號,34.22,住,,,1050619,土地3建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680728,86.01,2,2,2,有,無,13300000,154633,,0,0,,RPPOMLTKPHLFFCA28CA
大同區,房地(土地+建物)+車位,臺北市大同區五原路1~30號,3.76,商,,,1050630,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981216,61.49,1,1,1,有,有,9550000,155310,坡道機械,0,0,,RPQOMLRKQHLFFBA18CA
大同區,房地(土地+建物)+車位,臺北市大同區五原路1~30號,3.76,商,,,1050630,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981216,61.49,1,1,1,有,有,9550000,155310,坡道機械,0,0,,RPROMLRKQHLFFBA28CA
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路121~150號,15.25,商,,,1040509,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050421,159.67,3,2,2,有,有,32530000,214620,坡道機械,16.72,1850000,,RPQPMLRKQHLFFBA28CA
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路121~150號,15.2,商,,,1040530,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050421,159.09,3,2,2,有,有,32700000,216689,升降機械,16.72,1850000,,RPRPMLRKQHLFFBA38CA
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路121~150號,15.1,商,,,1040606,土地1建物1車位1,十四層，見其他登記事項,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050421,159.77,2,2,2,有,有,36850000,244670,升降機械,16.72,1850000,,RPTPMLRKQHLFFBA58CA
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路121~150號,15.2,商,,,1050515,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050421,159.09,3,2,2,有,有,29500000,196319,升降機械,16.72,1550000,,RPUPMLRKQHLFFBA68CA
萬華區,房地(土地+建物)+車位,臺北市萬華區環河南路三段121~150號,20.87,住,,,1050525,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050419,173.82,3,2,2,有,有,23130000,133069,升降平面,26.9,0,親友、員工或其他特殊關係間之交易。,RPXOMLMJQHLFFBA28CA
萬華區,房地(土地+建物),臺北市萬華區華西街21巷1~30號,15,商,,,1050613,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,600715,48.93,1,1,1,有,無,4700000,96056,,0,0,,RPVNMLPJQHLFFBA28CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,6.54,商,,,1050516,土地1建物1車位1,六層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,125.44,3,2,1,有,無,21950000,212012,坡道平面,33.7,2500000,,RPTNMLNKQHLFFBA97CA
萬華區,房地(土地+建物),臺北市萬華區康定路91~120號,5.02,商,,,1050516,土地1建物1車位0,四層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,74.44,2,2,1,有,無,16280000,218700,,0,0,,RPXWNLSJQHLFFBA17CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.39,商,,,1050516,土地1建物1車位1,八層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,108.14,2,2,1,有,無,18590000,214804,坡道平面,33.7,2600000,,RPONOLSJQHLFFBA08CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.39,商,,,1050516,土地1建物1車位1,九層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,108.14,2,2,1,有,無,18740000,215476,坡道平面,33.7,2700000,,RPPNOLSJQHLFFBA18CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.39,商,,,1050516,土地1建物1車位1,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,108.14,2,2,1,有,無,18180000,216013,坡道平面,33.7,2100000,,RPQNOLSJQHLFFBA28CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.39,商,,,1050516,土地1建物1車位1,十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,108.14,2,2,1,有,無,18200000,211580,坡道平面,33.7,2450000,,RPRNOLSJQHLFFBA38CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.39,商,,,1050516,土地1建物1車位1,十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,108.1,2,2,1,有,無,18600000,219086,坡道平面,33.7,2300000,,RPSNOLSJQHLFFBA48CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.39,商,,,1050516,土地1建物1車位1,十七層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,108.1,2,2,1,有,無,18850000,222446,坡道平面,33.7,2300000,,RPTNOLSJQHLFFBA58CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.39,商,,,1050516,土地1建物1車位1,十九層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,108.1,2,2,1,有,無,19030000,224866,坡道平面,33.7,2300000,,RPUNOLSJQHLFFBA68CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.39,商,,,1050516,土地1建物1車位1,二十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,108.1,2,2,1,有,無,18690000,225672,坡道平面,33.7,1900000,,RPVNOLSJQHLFFBA78CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.32,商,,,1050516,土地1建物1車位1,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,107.33,2,2,1,有,無,17880000,214315,坡道平面,33.7,2100000,,RPQTMLNKQHLFFBA28CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.32,商,,,1050516,土地1建物1車位1,十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,107.33,2,2,1,有,無,18660000,218118,坡道平面,33.7,2600000,,RPRTMLNKQHLFFBA38CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.32,商,,,1050516,土地1建物1車位1,十七層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,107.33,2,2,1,有,無,19240000,223279,坡道平面,33.7,2800000,,RPSTMLNKQHLFFBA48CA
萬華區,房地(土地+建物),臺北市萬華區康定路91~120號,4.94,商,,,1050516,土地1建物1車位0,十八層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,73.64,2,2,1,有,無,15860000,215401,,0,0,,RPTTMLNKQHLFFBA58CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.32,商,,,1050516,土地1建物1車位1,二十層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,107.33,2,2,1,有,無,18180000,221106,坡道平面,33.7,1900000,,RPUTMLNKQHLFFBA68CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.32,商,,,1050516,土地1建物1車位1,二十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,107.33,2,2,1,有,無,18580000,225180,坡道平面,33.7,2000000,,RPVTMLNKQHLFFBA78CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.32,商,,,1050516,土地1建物1車位1,二十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,107.33,2,2,1,有,無,18260000,223550,坡道平面,33.7,1800000,,RPWTMLNKQHLFFBA88CA
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路91~120號,5.13,商,,,1050516,土地1建物1車位1,二十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,90.49,2,2,1,有,無,18100000,230884,坡道機械,16.85,1100000,,RPXTMLNKQHLFFBA98CA
萬華區,房地(土地+建物),臺北市萬華區康定路91~120號,4.94,商,,,1050516,土地1建物1車位0,二十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,73.64,2,2,1,有,無,16260000,220834,,0,0,,RPOUMLNKQHLFFBA18CA
